id,name,code,measureName,is_ingredient
8d92497b-5bf4-4de2-b94e-9a503cf8a3fb,coconut milk milk lab,93,,0
51e76ef9-0aaa-4675-9072-5317a074cc04,Guava,406,,0
f27b6f54-cb78-43ba-bfa6-1d451ee96684,banana,407,,0
8e90278e-994f-467b-b7b3-0f4af3e87ea4,pesto cream cheese s/f,161,,0
3d4b0c94-f820-40fe-8d0f-75b3928bbf8f,Bulgur,408,,0
d95e6044-da43-4b11-9967-89086fa2af40,Bulgur s/f,409,,0
da657ef8-5c22-4b1d-b837-97c1fd133485,green beans,411,,0
5b51b712-4e6b-4210-88e4-b12f0d75b59f,King cottage cheese pie,352,,0
3151a167-d315-4ed1-af49-1089db208f46,Tuna,414,,0
ffc6a453-5ac9-4712-aaf2-c36cdca5aff7,sun dried tomatoes s/f,416,,0
7e342efe-37cb-4d1f-b64c-476dfb28461f,zucchini s/f,112,,0
e870cb65-1a04-4340-b3f4-d9d2f13b3701,english spinash s/f,146,,0
1364d6dc-0c14-4f85-86d7-5a60f7ef09d0,prosciutto cotto s/f,197,,0
6e8fc35d-49ba-45c8-ba86-44547877ccb5,Sourdough s/f,109,,0
83e08448-74ab-4332-91ec-ff8e2c975807,Decoration chips s/f,168,,0
f1453cc0-7f42-47fb-8d0b-2ef2add75a2d,Green oil s/f,401,,0
e0cffe41-8857-40da-bd0c-362a974c4f6a,hashbrown base s/f,144,,0
0cc62e5b-9d67-472e-8286-baca739641ef,peanut butter cheesecake s/f,173,,0
ab140208-6cf1-4921-ae76-5dfab4d874aa,rose vine sauce s/f,151,,0
d039e5e2-0284-4dbf-bf68-560602b00488,salmon s/f,113,,0
32d51ec4-9341-4338-8a52-25bc8509bc7e,Orange Juice no ice,315,,0
64f7d4b3-a9f6-47ff-a238-3f8db2f0e064,spinach s/f,119,,0
573683f3-2d18-430f-ae32-86c517d96065,shrimps frozen s/f,181,,0
28081924-421a-4893-9081-956aad5a5e47,shakshuka s/f,138,,0
149cbe1d-535d-4ab5-ad1a-bd05ddbc8dc5,eggplant marinara s/f,163,,0
472838d9-1744-49fc-9c95-c60f9e3f4282,mango s/f,127,,0
03fcfd1f-e0e9-4c0f-b80f-27cf903b2ec1,Watermelon juice no ice,317,,0
e846ff85-13b7-4664-8b0b-590e60e2dfd1,Pineapple juice no ice,319,,0
20d3e03d-686b-4280-8729-03232402cbf3,dragon+pineapple+passion juice s/f,273,,0
8f97e18c-9f3d-4a64-8768-5ecfee1c15b5,Pineapple juice ice,320,,0
89018ba4-e0fd-4715-b3bc-3d7e8cc6a18f,Gherkins,417,,0
688e927f-7908-44c8-a034-af396b3fb495,Sriracha,418,,0
4b9d3ccf-90be-4432-a5a0-08063718ed98,Lavash,419,,0
a8a5c30f-207d-4c98-bbc9-fd208b08509d,basil mayo s/f,420,,0
c85f5b7e-6247-4a11-bdb6-12e409af1d8b,Canned corn,421,,0
627cad6a-d9bc-4177-b9bf-383dee60410e,tumeric fresh,425,,0
f8f6d08a-deb0-485d-b8ad-531affd176be,cinamon stick,426,,0
081812bb-67c8-430d-b0e1-66399c5c6bba,palm sugar,427,,0
ada1a892-f3b2-45ba-bbb5-265161723b16,Lemongrass fresh,428,,0
f0195b6e-5b9a-4b7f-945c-052b3e91138e,Carbonara sauce s/f,429,,0
003f212f-1f15-45ee-ba47-e0f2ea2f60ac,Pickled cucumber,431,,0
cc5a4e63-345f-4ef8-8ef5-b25c00f46da2,Sriracha mayo s/f,432,,0
794fca66-ecb2-467f-b41c-d921c3b63235,Chipotle Peppers,433,,0
4de383b0-389f-482c-92f9-988b88deaeea,Halloumi,435,,0
22e64ff7-6c8f-449b-85e9-c43eb91852c6,blackcurrant tea ,436,,0
1ac2d54b-3c10-4e92-9b7d-b14a0ff0e163,mango tea,437,,0
b3908626-cdad-4ebb-b701-ea879c99458c,lychee tea,438,,0
87db34b2-0a86-453f-be60-da466549deb2,Dragon+pineapple+ passion juice,274,,0
d4c333bd-4175-4b9c-98f1-959555eac489,Ice cranberry goji tea,285,,0
d4b78aa6-1d20-4900-adae-eec5a7a2ab91,Mango ice tea,439,,0
49c86582-d400-4f53-a365-4417e4848259,papaya,440,,0
8b7d515e-2f5b-4b03-9bce-54a10d4813cd,Papaya s/f,441,,0
ef452612-40c9-4a78-b4c3-5fe6e7e974ba,Zucchini bulgur with salsa and cream,423,,0
1afebd94-dd7e-4caf-a717-627f48034bcb,basque cheesecake s/f,171,,0
4a8d6cf8-c8c0-4537-9628-d228f10c94b2,Sausage chicken,448,,0
03876f1d-944d-4097-bde4-2251ce50a399,Prosciuto Cheddar sandwich,446,,0
347833a6-0891-4356-a6e2-efd46c34743c,coffee whipped cream,450,,0
e7aea9a8-2c54-443c-aa27-48a4580d7d88,banana bread,451,,0
9a1a3da0-a84e-435e-aed2-fb250a980804,white chocolate,453,,0
4a71e225-667e-4fbf-a68f-9585bb80e329,passion fruit pure,454,,0
76ac5350-a497-4c80-b5c6-ec5beafd83fa,gold chocolate,455,,0
6cbf2971-bc73-4c01-abe6-67c956d2c6e0,coconut cream,456,,0
1f8bb4d4-5b11-43fb-be36-fa232b81fb5a,sushi rice,457,,0
